1.42221596689e+12	1	True	21.0	18.7430644114
1.42221602708e+12	1	True	21.0	18.7191729491
1.42221608729e+12	1	True	21.0	18.6702189943
1.4222161475e+12	1	True	21.0	18.4925007416
1.4222162077e+12	1	True	21.0	18.2664773541
1.42221626787e+12	1	True	21.0	18.3003816899
1.42221632807e+12	1	True	21.0	18.449065632
1.42221638827e+12	1	True	21.0	18.5392484013
1.42221644845e+12	1	True	21.0	18.4055443311
1.42221653366e+12	1	1	21.0	18.687433043
1.42221659385e+12	1	1	21.0	18.7770211092
1.42221665403e+12	1	1	21.0	19.1212928579
1.42221671422e+12	1	1	21.0	19.0044225832
1.42221677439e+12	1	1	21.0	18.9211971429
1.42221683461e+12	1	1	21.0	18.6660447983
1.42221689481e+12	1	1	21.0	18.5837825932
1.42221695503e+12	1	1	21.0	18.4242970263
1.42221701522e+12	1	1	21.0	18.5178601839
1.42221707539e+12	1	1	21.0	18.8316322664
1.42221713557e+12	1	1	21.0	18.3414071109
1.42221719574e+12	1	1	21.0	18.3113555951
1.42221725593e+12	1	1	21.0	18.318914584
1.42221731613e+12	1	1	21.0	18.4796887843
1.42221737634e+12	1	1	21.0	18.6301078305
1.42221743652e+12	1	1	21.0	18.7109487232
1.4222174967e+12	1	1	21.0	18.8953029277
1.42221755687e+12	1	1	21.0	19.2069661322
1.42221761705e+12	1	1	21.0	19.2982775747
1.42221767725e+12	1	1	21.0	19.5861500814
1.42221773744e+12	1	1	21.0	19.9006246646
1.42221779762e+12	1	1	21.0	19.9707277979
1.42221785785e+12	1	1	21.0	20.4311349962
1.42221791806e+12	1	1	21.0	20.3424233073
1.42221797825e+12	1	1	21.0	21.0345789094
1.42221803845e+12	1	1	21.0	20.9925170446
1.42221809866e+12	1	1	21.0	21.1459061045
1.42221815887e+12	1	1	21.0	20.9056609946
1.42221821904e+12	1	1	21.0	21.2115805749
1.42221827921e+12	1	1	21.0	21.4661260427
1.42221833942e+12	1	1	21.0	21.8396489126
1.4222183996e+12	1	0	21.0	22.1223660264
1.42221845975e+12	1	0	21.0	22.299679746
1.42221851993e+12	1	0	21.0	22.5709648869
1.4222185801e+12	1	0	21.0	22.5872751404
1.4222186403e+12	1	0	21.0	23.132357589
1.42221870049e+12	1	0	21.0	23.1423080799
1.42221876066e+12	1	0	21.0	23.126759846
1.42221882085e+12	1	0	21.0	23.3878844425
1.42221888103e+12	1	0	21.0	23.1381165174
1.42221894123e+12	1	0	21.0	23.4657016856
1.42221900141e+12	1	0	21.0	23.2005336396
1.42221906161e+12	1	0	21.0	23.0008509087
1.42221912183e+12	1	0	21.0	23.1650209732
1.42221918203e+12	1	0	21.0	23.3086438927
1.42221924222e+12	1	0	21.0	23.035746937
1.42221930242e+12	1	0	21.0	23.519974519
1.42221936259e+12	1	0	21.0	23.5327745757
1.42221942279e+12	1	0	21.0	23.8783166301
1.42221948299e+12	1	0	21.0	23.9141245943
1.42221954317e+12	1	0	21.0	24.2085773777
1.42221960339e+12	1	0	21.0	24.1565233876
1.42221966358e+12	1	0	21.0	24.0696778713
1.42221972379e+12	1	0	21.0	24.3284525267
1.42221978397e+12	1	0	21.0	24.585171688
