1.42221687477e+12	2	0	23.0	22.5
1.42221696271e+12	2	0	23.0	22.312
1.42221704095e+12	2	0	23.0	22.312
1.42221727102e+12	2	0	23.0	22.25
1.42221734813e+12	2	0	23.0	22.187
1.42221740823e+12	2	0	23.0	22.25
1.42221746831e+12	2	0	23.0	22.187
1.42221752841e+12	2	0	23.0	22.187
1.42221758853e+12	2	0	23.0	22.25
1.42221764862e+12	2	0	23.0	22.125
1.42221770939e+12	2	0	23.0	22.187
1.4222177695e+12	2	0	23.0	22.125
1.4222178304e+12	2	0	23.0	22.125
1.42221789051e+12	2	1	23.0	22.062
1.42221795061e+12	2	1	23.0	22.125
1.42221801074e+12	2	1	23.0	22.0
1.42221807088e+12	2	1	23.0	22.125
1.42221813182e+12	2	1	23.0	22.062
1.42221819192e+12	2	1	23.0	21.937
1.42221831006e+12	2	1	23.0	22.125
1.42221837016e+12	2	1	23.0	22.187
1.42221847434e+12	2	0	23.0	22.312
1.42221853525e+12	2	0	23.0	22.437
1.42221859619e+12	2	0	23.0	22.312
1.42221865628e+12	2	0	23.0	22.375
1.42221871638e+12	2	0	23.0	22.5
1.42221877648e+12	2	0	23.0	22.625
1.42221883657e+12	2	0	23.0	22.75
1.42221889666e+12	2	0	23.0	22.75
1.42221895678e+12	2	0	23.0	22.812
1.42221908206e+12	2	0	23.0	22.625
1.422219143e+12	2	0	23.0	22.437
1.42221920309e+12	2	0	23.0	22.312
1.42221926324e+12	2	0	23.0	22.312
1.42221932418e+12	2	0	23.0	22.312
1.42221938432e+12	2	0	23.0	22.312
1.42221944529e+12	2	0	23.0	22.312
1.42221950543e+12	2	0	23.0	22.312
1.42221956555e+12	2	0	23.0	22.25
1.42221962568e+12	2	0	0	22.312
1.42221968578e+12	2	0	0	22.312
1.42221974754e+12	2	0	0	22.187
1.42221980771e+12	2	0	0	22.187
1.42221986867e+12	2	0	0	22.125
1.42221992967e+12	2	0	0	22.062
1.42221998981e+12	2	0	0	22.187
1.4222203442e+12	2	0	0	22.125
1.42222079411e+12	2	0	0	18.643358717
1.42222109486e+12	2	0	0	18.5382633978
1.42222139561e+12	2	0	0	18.8595085964
1.42222169635e+12	2	0	0	19.8732445468
1.42222199708e+12	2	0	0	19.1390795137
1.42222229782e+12	2	0	0	19.4275633534
1.42222259857e+12	2	0	0	19.5909549681
1.42222289931e+12	2	0	0	18.916531101
1.42222320005e+12	2	0	0	19.264999362
1.42222350079e+12	2	0	0	20.348863521
1.42222380152e+12	2	0	0	20.010430068
1.42222410225e+12	2	0	0	20.5593047613
1.42222440298e+12	2	0	0	20.5323033222
1.42222470371e+12	2	0	0	20.3205191419
1.42222500445e+12	2	0	0	20.9052233525
1.4222253052e+12	2	0	0	20.5994159976
1.42222560593e+12	2	0	0	20.2311243698
1.42222590667e+12	2	0	0	19.1902335975
1.42222620739e+12	2	0	0	18.6641023761
1.42222650812e+12	2	0	0	18.274547245
1.42222680885e+12	2	0	0	18.3466576276
1.42222710957e+12	2	0	0	17.5119734665
1.4222274103e+12	2	0	0	16.4127204954
1.42222771102e+12	2	0	0	17.0379214584
1.42222801176e+12	2	0	0	17.5818511615
1.42222831249e+12	2	0	0	17.528582501
1.42222861322e+12	2	0	0	17.7818047173
1.42222891396e+12	2	0	0	17.8566587223
1.42222921468e+12	2	0	0	16.8555682504
1.42222951541e+12	2	0	0	17.0427893213
1.42222981614e+12	2	0	0	16.4788154926
1.42223011687e+12	2	0	0	16.5426183675
1.4222304176e+12	2	0	0	15.7737082794
1.42223071833e+12	2	0	0	15.3990211757
1.42223101906e+12	2	0	0	15.1695759584
1.42223131979e+12	2	0	0	15.5495998256
1.42223162052e+12	2	0	0	15.5027523407
1.42223192124e+12	2	0	0	15.886653877
1.42223222197e+12	2	0	0	15.7806725347
1.42223252269e+12	2	0	0	15.6719225916
1.42223282342e+12	2	0	0	16.2542208432
1.42223312414e+12	2	0	0	15.9725309174
1.42223342487e+12	2	0	0	15.804095926
1.42223372559e+12	2	0	0	15.7260543435
1.42223402632e+12	2	0	0	15.2400338741
1.42223432705e+12	2	0	0	15.7938579582
1.42223462778e+12	2	0	0	15.5676767303
1.42223492851e+12	2	0	0	16.2813084423
1.42223522923e+12	2	0	0	16.4113663383
1.42223552996e+12	2	0	0	16.9017373903
1.42223583069e+12	2	0	0	17.8726559994
1.42223613141e+12	2	0	0	17.5263208516
1.42223643214e+12	2	0	0	17.4188851598
1.42223673287e+12	2	0	0	17.2963408961
1.4222370336e+12	2	0	0	16.5367758577
1.42223733433e+12	2	0	0	16.0886526478
1.42223763505e+12	2	0	0	15.718384646
1.42223793578e+12	2	0	0	15.2989234656
1.42223823651e+12	2	0	0	15.1473216996
1.42223853723e+12	2	0	0	15.4408077278
1.42223883797e+12	2	0	0	16.0578044512
1.4222391387e+12	2	0	0	15.8037564075
1.42223943942e+12	2	0	0	15.5131948674
1.42223974015e+12	2	0	0	15.8437843196
1.42224004089e+12	2	0	0	15.8697032232
1.42224034162e+12	2	0	0	16.7080470375
1.42224064235e+12	2	0	0	17.5010222519
1.42224094308e+12	2	0	0	17.0467268921
1.42224124381e+12	2	0	0	17.3584596537
1.42224154455e+12	2	0	0	17.4826432213
1.42224184528e+12	2	0	0	16.8914240229
1.42224214601e+12	2	0	0	16.6445530086
1.42224244675e+12	2	0	0	16.6026750766
1.42224274748e+12	2	0	0	16.3179185495
1.4222430482e+12	2	0	0	16.3490902727
1.42224334893e+12	2	0	0	16.4119163091
1.42224364966e+12	2	0	0	16.369454928
1.42224395039e+12	2	0	0	16.2582373013
1.42224425112e+12	2	0	0	15.919086301
1.42224455186e+12	2	0	0	16.7854589709
1.42224485259e+12	2	0	0	17.3506254285
1.42224515332e+12	2	0	0	17.2361613308
1.42224545405e+12	2	0	0	18.3819708921
1.42224575478e+12	2	0	0	18.4480607201
1.42224605551e+12	2	0	0	18.0998068312
1.42224635624e+12	2	0	0	18.228142255
1.42224665697e+12	2	0	0	19.476003903
1.4222469577e+12	2	0	0	19.3116314409
1.42224725844e+12	2	0	0	19.6318981406
1.42224755917e+12	2	0	0	18.5515331566
1.4222478599e+12	2	0	0	17.9443587048
1.42224816063e+12	2	0	0	18.7716130542
1.42224846136e+12	2	0	0	18.5939392662
1.42224876209e+12	2	0	0	18.6644109087
1.42224906281e+12	2	0	0	18.4811666826
1.42224936356e+12	2	0	0	17.7980395996
1.42224966429e+12	2	0	0	18.1439539388
1.42224996502e+12	2	0	0	19.1150755495
1.42225026575e+12	2	0	0	18.9245721955
1.42225056648e+12	2	0	0	18.9173529045
1.42225086721e+12	2	0	0	18.9012582915
1.42225116794e+12	2	0	0	18.9219618251
1.42225146866e+12	2	0	0	18.5705793086
1.42225176939e+12	2	0	0	18.6250615624
1.42225207012e+12	2	0	0	18.7234680667
1.42225237085e+12	2	0	0	18.7527578725
1.42225267158e+12	2	0	0	19.5353020791
1.42225297231e+12	2	0	0	18.9490668341
1.42225327303e+12	2	0	0	18.5710329003
1.42225357376e+12	2	0	0	18.3769644713
1.42225387449e+12	2	0	0	17.7715697688
1.42225417522e+12	2	0	0	17.9502516951
1.42225447595e+12	2	0	0	18.1122776937
1.42225477668e+12	2	0	0	17.9593788416
1.42225507741e+12	2	0	0	17.3298809571
1.42225537814e+12	2	0	0	16.6882051312
1.42225567887e+12	2	0	0	16.3660241735
1.4222559796e+12	2	0	0	16.7255552132
1.42225628033e+12	2	0	0	16.4584137715
1.42225658106e+12	2	0	0	16.0384215119
1.42225688179e+12	2	0	0	15.8739099734
1.42225718251e+12	2	0	0	15.7630311687
1.42225748324e+12	2	0	0	15.5758604683
1.42225778397e+12	2	0	0	15.6125514037
1.4222580847e+12	2	0	0	15.8432245269
1.42225838543e+12	2	0	0	15.8698126601
1.42225868619e+12	2	0	0	16.08980729
1.42225898693e+12	2	0	0	15.5382247075
1.42225928766e+12	2	0	0	15.7865641879
1.42225958839e+12	2	0	0	15.5182741562
1.42225988912e+12	2	0	0	15.5531328067
1.42226018986e+12	2	0	0	16.0788455382
1.42226049059e+12	2	0	0	15.3897201095
1.42226079133e+12	2	0	0	15.2236932406
1.42226109206e+12	2	0	0	15.5985169561
1.4222613928e+12	2	0	0	15.8870757972
1.42226169353e+12	2	0	0	15.9218624697
1.42226199426e+12	2	0	0	15.8912614523
1.422262295e+12	2	0	0	15.9228609085
1.42226259573e+12	2	0	0	15.6169802302
1.42226289646e+12	2	0	0	15.9712778283
1.42226319719e+12	2	0	0	15.9931891011
1.42226349794e+12	2	0	0	15.9610214027
1.42226379867e+12	2	0	0	16.0469644622
1.42226409942e+12	2	0	0	16.6317240038
1.42226440016e+12	2	0	0	16.8132087663
1.42226470089e+12	2	0	0	15.7008535909
1.42226500163e+12	2	0	0	15.9365096062
1.42226530238e+12	2	0	0	15.8764014421
1.42226560311e+12	2	0	0	15.4079302524
1.42226590384e+12	2	0	0	15.3621643498
1.42226620457e+12	2	0	0	15.6712892834
1.42226650531e+12	2	0	0	15.1933179725
1.42226680605e+12	2	0	0	15.4161272597
1.42226710678e+12	2	0	0	15.1058605658
1.42226740753e+12	2	0	0	15.3006561865
1.42226770826e+12	2	0	0	15.3430911638
1.42226800901e+12	2	0	0	16.6707317722
1.42226830975e+12	2	0	0	16.5082382091
1.42226861047e+12	2	0	0	17.2235616933
1.42226891121e+12	2	0	0	17.2988416634
1.42226921195e+12	2	0	0	16.8139941974
1.4222695127e+12	2	0	0	16.6242218291
1.42226981344e+12	2	0	0	15.8096516881
1.42227011418e+12	2	0	0	16.1130791335
1.42227041492e+12	2	0	0	16.6934545728
1.42227071566e+12	2	0	0	17.0108765203
1.4222710164e+12	2	0	0	16.7034773816
1.42227131714e+12	2	0	0	16.7040752427
1.42227161787e+12	2	0	0	16.9016638262
1.42227191861e+12	2	0	0	17.2692730984
1.42227221935e+12	2	0	0	17.6632697208
1.42227252009e+12	2	0	0	17.9436342914
1.42227282083e+12	2	0	0	18.5276080253
1.42227312158e+12	2	0	0	19.2029460098
1.42227342231e+12	2	0	0	19.1766677453
1.42227372306e+12	2	0	0	18.7749597204
1.42227402381e+12	2	0	0	19.8810750487
1.42227432454e+12	2	0	0	19.6752476872
1.42227462528e+12	2	0	0	19.4408602346
1.42227492601e+12	2	0	0	19.4772102437
1.42227522675e+12	2	0	0	19.335261444
1.42227552748e+12	2	0	0	19.3134189545
1.42227582821e+12	2	0	0	18.7809348079
1.42227612895e+12	2	0	0	19.0897602769
1.42227642969e+12	2	0	0	19.4169768099
1.42227673043e+12	2	0	0	19.6910653628
1.42227703116e+12	2	0	0	20.1899631086
1.42227733188e+12	2	0	0	21.3207584538
1.42227763262e+12	2	0	0	22.0491852687
1.42227793336e+12	2	0	0	21.1246260816
